Prompt	Category	Challenge	Note	Decisions
a coffee table with a magazine on it	Indoor Scenes	Simple Detail		gen,ret,same,ret,gen
a yellow wall with two framed sketches	Indoor Scenes	Simple Detail		gen,ret,same,ret,ret
a squirrell driving a toy car	Animals	Simple Detail		gen,same,same,ret,ret
a penguin standing on a sidewalk	Animals	Simple Detail		same,gen,same,gen,gen
a basketball hoop with a large blue ball stuck in it	Outdoor Scenes	Simple Detail		ret,gen,gen,ret,gen
a racoon holding a shiny red apple over its head	Animals	Simple Detail		same,gen,gen,gen,gen
a pair of glasses under a computer monitor	Artifacts	Simple Detail		gen,gen,gen,gen,ret
a throw rug on a stone floor	Artifacts	Simple Detail		gen,ret,same,ret,ret
a beach with apartment buildings next to it	Outdoor Scenes	Simple Detail		same,ret,same,gen,same
a moose standing over a fox	Animals	Simple Detail		ret,same,gen,gen,gen
a massive statue of Hanuman	World Knowledge	Simple Detail		same,ret,gen,gen,gen
a black t-shirt	Artifacts	Simple Detail		gen,ret,same,gen,ret
a small airplane	Vehicles	Simple Detail		gen,ret,gen,gen,gen
an airplane taking off of a runway	Vehicles	Simple Detail		ret,same,gen,ret,gen
a monarch butterfly	Animals	Simple Detail		same,same,ret,ret,same
a lizard that just lost its tail	Animals	Simple Detail		ret,ret,ret,gen,gen
a golden doorknocker on a red door	Artifacts	Simple Detail		ret,gen,ret,gen,same
a pitcher of orange juice	Food & Beverage	Simple Detail		ret,same,gen,gen,gen
a glass of orange juice	Food & Beverage	Simple Detail		ret,gen,gen,same,ret
a green pepper cut in half on a plate	Food & Beverage	Simple Detail		ret,gen,same,ret,same
a green pepper sliced into many pieces	Food & Beverage	Simple Detail		ret,same,same,gen,same
a full pint of IPA	Food & Beverage	Simple Detail		gen,same,ret,same,gen
a half-full pitcher of stout	Food & Beverage	Simple Detail		gen,same,ret,gen,same
Times Square during the day	World Knowledge	Simple Detail		gen,ret,ret,ret,ret
Times Square at night	World Knowledge	Simple Detail		same,gen,gen,ret,ret
the Kremlin at night	World Knowledge	Simple Detail		ret,gen,ret,ret,ret
a hot air balloon floating by the Kremlin	World Knowledge	Simple Detail		gen,same,gen,gen,ret
a black shoe with a lightning bolt on it	Artifacts	Simple Detail		ret,gen,ret,ret,gen
a plant with small flowers with purple petals	Produce & Plants	Simple Detail		ret,ret,same,gen,gen
a plant with orange flowers shaped like stars	Produce & Plants	Simple Detail		ret,gen,gen,same,gen
a flower with large yellow petals	Produce & Plants	Simple Detail		ret,gen,same,same,gen
a yellow diamond-shaped sign	Artifacts	Simple Detail		gen,gen,gen,ret,gen
an elephant in a tennis court	Animals	Simple Detail		same,same,ret,ret,gen
a silver fire hydrant next to a sidewalk	Artifacts	Simple Detail		gen,ret,gen,same,ret
a yellow fire hydrant in grass	Artifacts	Simple Detail		ret,same,ret,gen,gen
a red fire hydrant by a brick wall	Artifacts	Simple Detail		gen,ret,gen,same,gen
a rusty fire hydrant surrounded by dirt	Artifacts	Simple Detail		ret,ret,ret,same,gen
a fire hydrant with graffiti on it	Artifacts	Simple Detail		gen,same,gen,gen,gen
a snake curled around a wooden post	Animals	Simple Detail		gen,gen,gen,ret,gen
a grand piano with a white bench	Indoor Scenes	Simple Detail		same,ret,same,same,ret
a piano with Christmas lights all over it	Indoor Scenes	Simple Detail		same,gen,gen,ret,gen
a piano with an open song book above the keys 	Indoor Scenes	Simple Detail		same,same,same,same,ret
an ornate gold harp	Artifacts	Simple Detail		gen,gen,gen,same,same
a massive modern windmill	Outdoor Scenes	Simple Detail		ret,gen,gen,ret,ret
a red sport bike	Vehicles	Simple Detail		gen,gen,gen,gen,gen
a painting of black and white vertical stripes	Illustrations	Simple Detail		gen,ret,ret,gen,gen
a painting of black and white checkerboard	Illustrations	Simple Detail		same,same,ret,gen,ret
a painting of black and white with a red border	Illustrations	Simple Detail		ret,gen,gen,gen,ret
a team playing baseball	People	Simple Detail		gen,gen,gen,gen,gen
children on a couch	People	Simple Detail		gen,ret,ret,same,ret
a woman with long hair	People	Simple Detail		same,ret,gen,gen,ret
a man standing under a tree	People	Simple Detail		gen,ret,ret,ret,gen
a smiling man	People	Simple Detail		ret,gen,gen,ret,gen
an elderly woman	People	Simple Detail		same,same,gen,gen,same
an old man	People	Simple Detail		gen,same,ret,gen,ret
a man with puppet	People	Simple Detail		gen,ret,gen,ret,same
a boy going to school	People	Simple Detail		gen,gen,gen,gen,gen
a girl going to a farm	People	Simple Detail		ret,ret,gen,gen,gen
a family on a road trip	People	Simple Detail		gen,ret,same,ret,gen
a father and a son playing tennis	People	Simple Detail		ret,gen,ret,gen,gen
a man heading a soccer ball	People	Simple Detail		gen,ret,gen,ret,gen
a sad man with green hair	People	Simple Detail		same,ret,gen,ret,gen
a woman with sunglasses and red hair	People	Simple Detail		ret,ret,ret,ret,gen
a man looking at a distant mountain	People	Simple Detail		gen,gen,gen,gen,gen
a woman looking at a house	People	Simple Detail		same,ret,ret,ret,ret
a man riding a horse	People	Simple Detail		ret,ret,ret,ret,same
a man chasing a cat	People	Simple Detail		ret,same,gen,gen,gen
a man chasing a horse	People	Simple Detail		ret,gen,ret,gen,ret
a pumpkin on a man's head	People	Simple Detail		gen,ret,gen,same,gen
an angry man	People	Simple Detail		ret,gen,ret,ret,ret
a frustrated child	People	Simple Detail		ret,ret,ret,ret,ret
a laughing woman	People	Simple Detail		ret,gen,ret,ret,ret
a woman running on a trail	People	Simple Detail		gen,gen,same,ret,gen
a boy jumping off a wall	People	Simple Detail		gen,ret,ret,gen,ret
a girl diving into a pool	People	Simple Detail		gen,ret,gen,ret,same
a man banging on a door	People	Simple Detail		gen,ret,ret,same,same
a comic book supervillian	Artifacts	Simple Detail		ret,gen,ret,ret,same
Downtown Istanbul at sunrise. detailed ink wash.	World Knowledge	Style & Format		same,same,ret,gen,gen
Downtown Seattle at sunrise. detailed ink wash.	World Knowledge	Style & Format		same,gen,ret,ret,ret
Downtown Beijing at sunrise. detailed ink wash.	World Knowledge	Style & Format		ret,gen,ret,ret,gen
Downtown Rio de Janeiro at sunrise. detailed ink wash.	World Knowledge	Style & Format		ret,ret,gen,ret,ret
Downtown LA at sunrise. detailed ink wash.	World Knowledge	Style & Format		gen,ret,ret,ret,gen
Downtown Sydney at sunrise. detailed ink wash.	World Knowledge	Style & Format		gen,ret,ret,ret,ret
Downtown Sanfrancisco at sunrise. detailed ink wash.	World Knowledge	Style & Format		same,ret,same,gen,gen
Downtown Singapore at sunrise. detailed ink wash.	World Knowledge	Style & Format		gen,ret,gen,same,ret
Downtown NYC at sunrise. detailed ink wash.	World Knowledge	Style & Format		gen,same,ret,same,gen
Downtown Austin at sunrise. detailed ink wash.	World Knowledge	Style & Format		gen,gen,ret,gen,same
Downtown Shanghai at sunrise. detailed ink wash.	World Knowledge	Style & Format		ret,ret,gen,gen,gen
Downtown Saigon at sunrise. detailed ink wash.	World Knowledge	Style & Format		same,same,gen,ret,gen
A section of the Great Wall in the mountains. detailed charcoal sketch.	World Knowledge	Style & Format		ret,same,ret,same,gen
The Great Hypostyle Hall of Karnak. detailed charcoal sketch.	World Knowledge	Style & Format		gen,same,gen,same,gen
A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.	World Knowledge	Style & Format		gen,ret,ret,gen,gen
Taj Mahal with its reflection. detailed charcoal sketch.	World Knowledge	Style & Format		gen,ret,ret,ret,ret
A spaceship made of cardboard.	Artifacts	Style & Format		ret,ret,ret,ret,gen
A old phonograph made of cardboard.	Artifacts	Style & Format		gen,same,ret,gen,gen
A castle made of cardboard.	Artifacts	Style & Format		gen,gen,ret,ret,ret
A photo of a dragonfly made of water.	Animals	Style & Format		gen,ret,gen,ret,ret
A photo of a panda made of water.	Animals	Style & Format		ret,ret,ret,ret,gen
A photo of a teddy bear made of water.	Animals	Style & Format		gen,same,ret,gen,gen
A photo of a crocodile made of water.	Animals	Style & Format		gen,gen,same,gen,gen
A photo of a lotus flower made of water. 	Produce & Plants	Style & Format		same,gen,same,same,ret
A photo of a maple leaf made of water. 	Produce & Plants	Style & Format		gen,gen,same,same,ret
A photo of a palm tree made of water. 	Produce & Plants	Style & Format		gen,same,gen,same,gen
A photo of a four-leaf clover made of water. 	Produce & Plants	Style & Format		ret,ret,ret,ret,gen
an abstract oil painting in deep red and black with a thick patches of white	Arts	Style & Format		same,gen,ret,ret,same
light and happiness throughout and finding its way to every corner of the world, abstract oil painting	Arts	Style & Format		ret,same,ret,gen,ret
trying to find my way in a big confusing world, abstract oil painting	Arts	Style & Format		ret,ret,ret,ret,ret
the door of knowing, a portal brightly opening the way through darkness. abstract anime landscape oil painting.	Arts	Style & Format		ret,ret,ret,ret,ret
A soft beam of light shines down on an armored granite wombat warrior statue holding a broad sword. The statue stands an ornate pedestal in the cella of a temple. wide-angle lens. anime oil painting.	Animals	Style & Format		same,same,gen,gen,gen
Oil painting generated by artificial intelligence	Abstract	Style & Format		same,same,gen,same,gen
A heavy metal tiger standing on a rooftop while singing and jamming on an electric guitar under a spotlight. anime illustration.	Animals	Style & Format		ret,ret,ret,ret,gen
A funny Rube Goldberg machine made out of metal	World Knowledge	Style & Format		same,ret,gen,ret,gen
A funny Rube Goldberg machine made out of paper	World Knowledge	Style & Format		same,ret,ret,gen,ret
A funny Rube Goldberg machine made out of wood	World Knowledge	Style & Format		ret,gen,gen,gen,gen
Oil painting of a giant robot made of sushi, holding chopsticks.	Artifacts	Style & Format		ret,same,ret,same,ret
Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Charcoal.	Animals	Style & Format		ret,gen,gen,gen,ret
Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Child's crayon drawing.	Animals	Style & Format		gen,ret,same,ret,gen
Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Chinese ink.	Animals	Style & Format		same,same,gen,same,same
Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Comic.	Animals	Style & Format		ret,ret,gen,gen,ret
Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Marble statue.	Animals	Style & Format		gen,gen,same,gen,ret
Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Oil on canvas.	Animals	Style & Format		gen,ret,gen,gen,same
Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Photograph.	Animals	Style & Format		ret,ret,ret,ret,ret
Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Watercolor.	Animals	Style & Format		same,gen,ret,gen,ret
Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Woodcut.	Animals	Style & Format		gen,gen,gen,gen,ret
A rusty spaceship blasts off in the foreground. A city with tall skyscrapers is in the distance, with a mountain and ocean in the background. A dark moon is in the sky. realistic high-contrast anime illustration.	Vehicles	Style & Format		same,same,gen,same,same
A photo of an Athenian vase with a painting of pandas playing basketball in the style of Egyptian hieroglyphics	World Knowledge	Style & Format		ret,gen,gen,same,ret
A photo of an Athenian vase with a painting of pandas playing soccer in the style of Egyptian hieroglyphics	World Knowledge	Style & Format		ret,gen,gen,ret,gen
A photo of an Athenian vase with a painting of pandas playing tennis in the style of Egyptian hieroglyphics	World Knowledge	Style & Format		ret,same,gen,same,same
A photo of an Athenian vase with a painting of pangolins playing basketball in the style of Egyptian hieroglyphics	World Knowledge	Style & Format		ret,gen,gen,gen,ret
A photo of an Athenian vase with a painting of pangolins playing soccer in the style of Egyptian hieroglyphics	World Knowledge	Style & Format		ret,ret,ret,ret,gen
A photo of an Athenian vase with a painting of pangolins playing tennis in the style of Egyptian hieroglyphics	World Knowledge	Style & Format		ret,gen,ret,ret,gen
A photo of an Athenian vase with a painting of toucans playing basketball in the style of Egyptian hieroglyphics	World Knowledge	Style & Format		ret,ret,ret,ret,ret
A photo of an Athenian vase with a painting of toucans playing soccer in the style of Egyptian hieroglyphics	World Knowledge	Style & Format		ret,ret,ret,ret,ret
A photo of an Athenian vase with a painting of toucans playing tennis in the style of Egyptian hieroglyphics	World Knowledge	Style & Format		same,ret,ret,gen,same
A shiny VW van in front of a cityscape. A smiling sloth stands on grass in front of the van and is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. High-contrast oil painting.	World Knowledge	Style & Format		ret,ret,ret,ret,gen
A shiny VW van that has flowers painted on it. A smiling sloth stands on grass in front of the van and is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. ink sketch.	World Knowledge	Style & Format		gen,ret,ret,same,ret
Wood engraving of the Greek letter Omega	World Knowledge	Style & Format		gen,gen,gen,gen,ret
a satellite image of a costal french city there is a large park on the west side and a mountain to the north. There is a cloud covering part of the image	Illustrations	Style & Format		same,ret,gen,ret,ret
A gundam stands tall with its sword raised. A city with tall skyscrapers is in the distance, with a mountain and ocean in the background. A dark moon is in the sky. realistic high-contrast anime illustration.	World Knowledge	Style & Format		ret,gen,same,ret,gen
Hokusai's version of Animal Farm	Arts	Style & Format		same,gen,gen,gen,ret
A photograph in a temple of a wall painting depicting pandas playing tennis, in the style of Egyptian tomb hieroglyphics	World Knowledge	Style & Format		ret,gen,ret,gen,ret
an old raccoon wearing a top hat and holding an apple, oil painting in the style of van gogh	Arts	Style & Format		same,ret,ret,gen,gen
portrait of a well-dressed raccoon, oil painting in the style of Rembrandt	Arts	Style & Format		ret,ret,ret,gen,ret
close-up portrait of a smiling businesswoman holding a cell phone, oil painting in the style of Rembrandt	People	Style & Format		gen,gen,ret,ret,ret
a portrait of a man wearing sunglasses and a business suit, painting in pop art style	People	Style & Format		ret,ret,ret,ret,ret
a sport car melting into a clock, surrealist painting in the style of Salvador Dali	Arts	Style & Format		same,gen,ret,gen,same
a stained glass window depicting a calm tyrannosaurus rex	Illustrations	Style & Format		same,ret,ret,ret,gen
a tennis match in the style of Egyptian hieroglyphic tomb paintings	World Knowledge	Style & Format		gen,gen,ret,ret,gen
vibrant portrait painting of Salvador Dalí with a robotic half face	People	Style & Format	DALL-E 2	ret,ret,gen,gen,gen
an espresso machine that makes coffee from human souls, high-contrast painting	Artifacts	Style & Format	DALL-E 2	gen,same,ret,gen,gen
panda mad scientist mixing sparkling chemicals, high-contrast painting	Animals	Style & Format	DALL-E 2	ret,ret,gen,ret,gen
a dolphin in an astronaut suit on saturn, high-contrast painting	Animals	Style & Format	DALL-E 2	ret,ret,ret,gen,gen
The Oriental Pearl in sketch style	World Knowledge	Style & Format	CogView	ret,ret,gen,gen,ret
The Oriental Pearl in Chinese painting	World Knowledge	Style & Format	CogView	same,same,ret,same,same
The Oriental Pearl in oil painting	World Knowledge	Style & Format	CogView	gen,gen,gen,ret,ret
a capybara made of voxels sitting in a field	Animals	Style & Format	DALL-E	gen,ret,ret,ret,gen
an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants	Illustrations	Style & Format	DALL-E	ret,gen,gen,ret,gen
a professional high quality emoji of a lovestruck cup of boba	Illustrations	Style & Format	DALL-E	ret,same,ret,same,gen
a dutch baroque painting of a horse in a field of flowers	Arts	Style & Format		gen,gen,ret,ret,gen
Icon of a red heart	Illustrations	Style & Format	VQ-Diffusion	ret,same,ret,gen,gen
A cartoon house with red roof	Illustrations	Style & Format	VQ-Diffusion	same,gen,gen,gen,gen
A cartoon tiger face	Animals	Style & Format	VQ-Diffusion	gen,gen,gen,ret,gen
Face of an orange frog in cartoon style	Animals	Style & Format	VQ-Diffusion	gen,same,ret,gen,same
A vector illustration of a tree	Illustrations	Style & Format	VQ-Diffusion	gen,gen,ret,ret,same
an abstract painting of the Empire State Building	World Knowledge	Style & Format		same,gen,ret,same,ret
an abstract painting of the Sydney Opera House	World Knowledge	Style & Format		same,same,ret,same,gen
a painting of a white country home with a wrap-around porch	Outdoor Scenes	Style & Format		same,ret,gen,ret,ret
an oil painting of a cat playing checkers	Arts	Style & Format		ret,ret,gen,gen,ret
a surrealist dream-like oil painting by salvador dalí of a cat playing checkers	Arts	Style & Format	GLIDE	ret,gen,gen,same,gen
an oil painting of a hamster dragon	Arts	Style & Format	GLIDE	ret,ret,gen,ret,ret
a high-quality oil painting of a psychedelic hamster dragon	Arts	Style & Format	GLIDE	same,gen,gen,ret,same
a painting of a fox in the style of starry night	Arts	Style & Format	GLIDE	ret,ret,ret,ret,ret
a stained glass window of a panda eating bamboo	Artifacts	Style & Format	GLIDE	gen,ret,ret,ret,gen
a crayon drawing of a space elevator	Vehicles	Style & Format	GLIDE	ret,same,ret,gen,gen
a futuristic city in synthwave style	Outdoor Scenes	Style & Format	GLIDE	gen,ret,gen,ret,gen
a pixel art corgi pizza	Illustrations	Style & Format	GLIDE	ret,ret,ret,ret,gen
a green clock in the shape of a pentagon	Artifacts	Style & Format	DALL-E	gen,gen,gen,gen,ret
a painting of a phone from the 20s	Artifacts	Style & Format	DALL-E	gen,gen,gen,ret,gen
a painting of the food of china	Food & Beverage	Style & Format	DALL-E	gen,ret,gen,ret,ret
a photograph of a bust of homer	People	Style & Format	DALL-E	ret,ret,gen,gen,same
a drawing of a bust of homer	People	Style & Format	DALL-E	gen,same,same,ret,gen
an armchair in the shape of an avocado	Artifacts	Style & Format	DALL-E	ret,gen,ret,same,ret
a painting of the skyline of New York City	World Knowledge	Style & Format		gen,ret,ret,gen,gen
a drawing of the skyline of New York City	World Knowledge	Style & Format		same,ret,gen,gen,gen
a cartoon of a train going to the moon	Vehicles	Style & Format		gen,gen,ret,ret,same
a cartoon of a cow jumping over the moon	Animals	Style & Format		ret,same,gen,gen,ret
orange jello in the shape of a man	Food & Beverage	Style & Format		gen,gen,gen,ret,ret
a comic about a friendly car in the city	Artifacts	Style & Format		gen,same,same,gen,ret
a painting of street in Paris	World Knowledge	Style & Format		gen,gen,gen,ret,gen
a painting of a canal in Venice	World Knowledge	Style & Format		gen,gen,ret,gen,ret
an abstract painting with blue, red and black	Arts	Style & Format		gen,ret,ret,gen,ret
an abstract painting of a waterfall	Arts	Style & Format		same,gen,ret,gen,gen
an abstract painting of a spaceship	Arts	Style & Format		gen,gen,gen,gen,gen
an abstract painting of a pond with a bridge	Arts	Style & Format		ret,ret,gen,same,ret
a cartoon of an angry shark	Animals	Style & Format		ret,ret,same,gen,gen
a cartoon of a happy car on the road	Vehicles	Style & Format		same,gen,gen,gen,ret
a cartoon of a bear birthday party	Animals	Style & Format		gen,ret,ret,ret,same
a drawing of a house on a mountain	Arts	Style & Format		same,same,gen,ret,gen
a cartoon of a house on a mountain	Illustrations	Style & Format		ret,ret,gen,ret,same
a painting of a house on a mountain	Arts	Style & Format		gen,gen,ret,gen,gen
an abstract painting of a house on a mountain	Arts	Style & Format		gen,gen,ret,ret,gen
a painting of a peaceful lakeside landscape	Arts	Style & Format		gen,gen,gen,gen,gen
a drawing of a peaceful lakeside landscape	Arts	Style & Format		ret,gen,ret,same,gen
a map of Australia	World Knowledge	Style & Format		gen,gen,same,gen,ret
a map of Italy	World Knowledge	Style & Format		ret,same,ret,ret,gen
a map of South America	World Knowledge	Style & Format		same,gen,gen,same,same
a map of Texas	World Knowledge	Style & Format		ret,gen,ret,ret,ret
a map of Manhattan	World Knowledge	Style & Format		ret,ret,ret,gen,ret
an impressionistic painting of tree and a building	Arts	Style & Format		gen,ret,same,ret,gen
an abstract painting of a tree and a building	Arts	Style & Format		ret,ret,same,ret,same
a watercolor painting of a tree and a building	Arts	Style & Format		same,gen,ret,same,same
an oil painting of a tree and a building	Arts	Style & Format		same,gen,ret,ret,gen
an abstract painting of three triangles in blue, red and white	Arts	Style & Format		ret,ret,ret,ret,same
an abstract painting of three triangles in blue, yellow and red	Arts	Style & Format		same,ret,ret,ret,ret
an abstract painting of three squares in blue, red and white	Arts	Style & Format		gen,ret,gen,gen,gen
an abstract painting of three squares in blue, yellow and red	Arts	Style & Format		gen,gen,gen,gen,same
a painting of a cute owl on a box	Arts	Style & Format		same,same,ret,ret,gen
a horse in a field in Minecraft style	Animals	Style & Format		ret,ret,gen,ret,ret
a drawing of a pig face with an eye patch	Illustrations	Style & Format		ret,ret,gen,gen,ret
a drawing of a hammer	Illustrations	Style & Format		same,ret,ret,gen,gen
a drawing of a screwdriver	Illustrations	Style & Format		gen,gen,gen,gen,ret
a drawing of a handsaw	Illustrations	Style & Format		gen,same,same,ret,same
a drawing of a power drill	Illustrations	Style & Format		ret,same,ret,ret,gen
a cloud in the shape of a teacup	Outdoor Scenes	Style & Format		ret,ret,ret,ret,gen
a cloud in the shape of a elephant	Outdoor Scenes	Style & Format		gen,gen,gen,gen,ret
a cloud in the shape of a castle	Outdoor Scenes	Style & Format		ret,ret,ret,ret,ret
a footprint shaped like a peanut	Artifacts	Style & Format		ret,gen,gen,gen,ret
a drawing of a stork playing a violin	Illustrations	Style & Format		gen,gen,gen,gen,gen
The Statue of Liberty in Minecraft	World Knowledge	Style & Format		ret,ret,ret,gen,ret
An oil painting of the Statue of Liberty	World Knowledge	Style & Format		ret,ret,ret,ret,gen
An abstract painting of the Statue of Liberty	World Knowledge	Style & Format		gen,same,ret,gen,gen
a diagram of brain function	Illustrations	Style & Format		ret,ret,gen,gen,gen
a diagram of the human digestive system	Illustrations	Style & Format		ret,same,gen,ret,gen
a diagram of a suburban house	Illustrations	Style & Format		ret,gen,same,gen,gen
a stop sign with a blue background	Artifacts	Style & Format		gen,gen,gen,gen,ret
a painting of a sport car in the style of Monet	Arts	Style & Format		ret,gen,gen,ret,gen
a painting of a sport car in the style of Dali	Arts	Style & Format		ret,gen,ret,gen,gen
a drawing of a space shuttle in the style of da Vinci	Arts	Style & Format		ret,gen,gen,ret,gen
a coloring book page of a horse next to a stream	Artifacts	Style & Format		gen,ret,ret,gen,gen
a sketch of a horse	Illustrations	Style & Format		gen,gen,same,gen,gen
a sketch of a skyscraper	Illustrations	Style & Format		gen,gen,ret,gen,gen
a sketch of a train	Illustrations	Style & Format		gen,gen,same,gen,ret
a sketch of a camel next to a stream	Illustrations	Style & Format		ret,same,gen,ret,same
a diagram of the star constellations	Illustrations	Style & Format		same,ret,gen,same,ret
a thumbnail image of an ice cream cone	Illustrations	Style & Format		gen,gen,gen,gen,gen
a thumbnail image of a horse and cart	Illustrations	Style & Format		gen,gen,gen,gen,gen
background pattern with alternating roses and skulls	Illustrations	Style & Format		same,gen,gen,gen,gen
graffiti of a funny dog on a street wall	Illustrations	Style & Format		ret,gen,ret,ret,ret
graffiti of a rocket ship on a brick wall	Illustrations	Style & Format		same,same,gen,gen,gen
a watercolor painting of a snowy owl standing in a grassy field	Arts	Style & Format		ret,ret,ret,gen,ret
a cute illustration of a horned owl with a graduation cap and diploma	Illustrations	Style & Format		ret,same,ret,same,gen
a cardboard spaceship	Vehicles	Style & Format		ret,same,gen,same,gen
the flag of the United Kingdom painted in rusty corrugated iron	World Knowledge	Style & Format		same,gen,gen,ret,gen
a diagram of the solar system	Illustrations	Style & Format		same,same,ret,gen,gen
a drawing of a pint of beer on a brick wall	Illustrations	Style & Format		ret,gen,gen,ret,gen
an abstract painting of the lights at Times Square	World Knowledge	Style & Format		same,ret,same,gen,gen
an abstract drawing of the Great Wall	World Knowledge	Style & Format		gen,same,gen,ret,gen
a diagram of the Great Wall	World Knowledge	Style & Format		gen,ret,ret,ret,ret
a map showing the Great Wall	World Knowledge	Style & Format		gen,gen,gen,same,same
a still life painting of a pair of shoes	Artifacts	Style & Format		same,gen,same,gen,gen
an impressionist painting of the geyser Old Faithful	World Knowledge	Style & Format		same,ret,ret,ret,same
a diagram of how the geyser Old Faithful works	World Knowledge	Style & Format		ret,same,gen,ret,same
an abstract painting of the Great Pyramid	World Knowledge	Style & Format		same,same,ret,gen,gen
a diagram of the inside of the Great Pyramid	World Knowledge	Style & Format		same,gen,ret,same,ret
the silhouette of the Milllenium Wheel at dusk	World Knowledge	Style & Format		gen,gen,gen,ret,same
a painting of ten children on a couch	People	Style & Format		gen,ret,gen,gen,gen
a painting of a man standing on a street corner	People	Style & Format		gen,gen,gen,same,gen
a painting of a man standing under a tree	People	Style & Format		same,gen,gen,gen,gen
a drawing of a man standing under a tree	People	Style & Format		ret,ret,gen,ret,gen
a cartoon of a man standing under a tree	People	Style & Format		gen,same,same,ret,gen
a comic about a boy going to school	People	Style & Format		ret,gen,ret,gen,ret
a comic about a girl going to a farm	People	Style & Format		gen,ret,ret,gen,ret
a comic about a boy and a tiger	People	Style & Format		ret,same,same,same,same
a comic about a family on a road trip	People	Style & Format		gen,ret,same,ret,gen
a comic about a father and a son playing tennis	People	Style & Format		ret,ret,same,ret,gen
a cartoon of a boy playing with a tiger	People	Style & Format		ret,gen,gen,gen,gen
the mona lisa	People	Style & Format		gen,ret,ret,gen,ret
a painting of the Mona Lisa with a frown	People	Style & Format		gen,gen,ret,gen,gen
a painting of the Mona Lisa with New York City behind her	People	Style & Format		gen,gen,ret,ret,gen
the Mona Lisa in the style of Minecraft	People	Style & Format		gen,gen,gen,gen,gen
a thumbnail image of a person skiing	People	Style & Format		same,ret,ret,ret,gen
a thumbnail image of a gingerbread man	Illustrations	Style & Format		gen,gen,same,gen,gen
the cover of The Beatle's album Revolver	World Knowledge	Style & Format		gen,same,ret,ret,gen
the saying "BE EXCELLENT TO EACH OTHER" on a rough wall with a graffiti image of a green alien wearing a tuxedo.	Outdoor Scenes	Writing & Symbols		ret,gen,ret,same,ret
A green sign that says "Very Deep Learning" and is at the edge of the Grand Canyon.	World Knowledge	Writing & Symbols		ret,ret,ret,ret,same
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. charcoal sketch	Animals	Writing & Symbols		gen,same,gen,ret,gen
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. child's crayon drawing	Animals	Writing & Symbols		ret,ret,ret,gen,ret
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. Chinese ink and wash painting	Animals	Writing & Symbols		same,gen,gen,gen,same
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. color ink-and-wash drawing	Animals	Writing & Symbols		same,gen,ret,gen,ret
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. comic book illustration	Animals	Writing & Symbols		gen,ret,gen,gen,ret
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. marble statue	Animals	Writing & Symbols		gen,gen,gen,gen,gen
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. oil painting	Animals	Writing & Symbols		gen,ret,same,gen,gen
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. photograph	Animals	Writing & Symbols		same,ret,gen,ret,gen
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. woodcut	Animals	Writing & Symbols		ret,same,gen,ret,gen
Two cups of coffee, one with latte art of a map of United States. The other has latte art of a map of Africa.	World Knowledge	Writing & Symbols		same,ret,gen,gen,gen
Two cups of coffee, one with latte art of a lovely princess. The other has latte art of a frog.	Food & Beverage	Writing & Symbols		gen,gen,ret,gen,gen
Two cups of coffee, one with latte art of a heart. The other has latte art of stars.	Food & Beverage	Writing & Symbols		ret,gen,ret,gen,ret
Two cups of coffee, one with latte art of the Eiffel tower. The other has latte art of the Statue of Liberty.	Food & Beverage	Writing & Symbols		gen,ret,ret,ret,ret
A sign that says Deep Learning	Artifacts	Writing & Symbols		same,gen,ret,gen,ret
A bar of chocolate without a wrapper that has the word "WRAPPER" printed on it.	Artifacts	Writing & Symbols		gen,ret,gen,same,ret
A glass of red wine tipped over on a couch, with a stain that writes "OOPS" on the couch.	Indoor Scenes	Writing & Symbols		gen,gen,same,gen,ret
